Feature,Beta,P_Value
cg06036677_BC21,11.212109769621545,0.022556757785267875
cg16608242_BC21,11.204254328256006,0.023027706162308263
cg15417666_BC21,41.116072722354716,0.023361178809874386
cg13924672_BC21,48.08636097418596,0.02343654740545253
cg10026356_TC11,23.44042859445279,0.02365678986155104
cg07812848_BC11,12.90244588682025,0.025456130407882333
cg04794393_BC11,-51.44971451599868,0.025483190920275726
cg00582671_BC21,-18.01011925716421,0.02552615918597933
cg26576041_TC11,47.43634179610412,0.026107261053812385
cg01097950_BC21,11.664799078923494,0.026165669386663745
cg08039585_TC11,36.01419984846252,0.026283568925741504
cg00812770_BC21,20.35539905604866,0.026540852282089467
cg24576260_TC11,60.810449018303196,0.026560627927842858
cg12345380_BC21,12.134560945654155,0.026720872090314346
cg01783406_BC21,40.49462794233474,0.026892769899643034
cg22699004_BC11,17.386197872418364,0.027192807122070613
cg00305285_TC11,15.271891795426901,0.02759435053339659
cg17034203_TC11,8.904784274974997,0.027988074600787314
cg07582955_TC21,8.630389516054297,0.028240950251147177
cg00380574_BC21,14.345534915458881,0.02857510456829771
cg22345205_BC21,9.63219395771531,0.02914090512168749
cg12108798_BC21,9.034739719762143,0.02959182918743417
cg24807889_BC21,9.464749452107332,0.030352487007376777
cg16343995_BC21,18.130472467235062,0.030570456248384944
cg12097325_BC11,41.93560642031129,0.03059405857811068
cg16053440_BC21,-9.668566521696514,0.030738233945731365
cg24658349_TC21,13.98313376944591,0.031206314284804477
cg10410269_TC21,12.074678398312379,0.03232627570371469
cg10381813_TC21,17.12664014932076,0.03263338056960815
cg12549180_TC21,7.691444776237742,0.03285189950499619
cg09276842_TC11,12.335075066306425,0.03294083286370615
cg15683497_TC11,12.19836930165252,0.03310741828430467
cg07696918_TC21,11.98779640648681,0.0333366565753313
cg16347928_TC21,-23.0830141627916,0.03364730842951542
cg23035597_BC21,17.794062446374383,0.03369726256728451
cg06771789_TC21,45.91514411125341,0.033729716384679406
cg02971920_TC11,20.58224320076581,0.03454115930969283
cg21680388_BC21,16.062591215179314,0.03498925814348844
cg16318112_BC11,19.93415308608499,0.0354174366627702
cg14220262_TC21,9.476604250648439,0.03588850033592047
cg02138082_BC21,14.593540916457288,0.036098294289187344
cg20649452_TC21,67.96495010104599,0.03627217877062238
cg25651681_TC11,16.633322790056486,0.037399444224423234
cg19734301_BC21,-49.458098401106604,0.038102034179395255
cg09315878_BC11,71.05961372239895,0.03819528858501488
cg08899471_BC11,12.248186648062577,0.03884211908123267
cg25107893_TC11,52.172487511143984,0.03975155834508636
cg25350899_TC21,14.6298350041211,0.039762500181177024
cg03801109_BC21,7.777915571961946,0.03982100730099066
cg06712559_BC11,38.800801558268525,0.03983318735202422
cg24034746_BC21,10.665913246519406,0.039904829599694304
cg06325811_BC21,8.534103665614039,0.041208315968486245
cg11405655_TC21,38.10259496169855,0.04159729639872006
cg11203990_BC21,15.268645816143794,0.04175230799175369
cg00006746_BC21,6.595034150209372,0.042140439353010595
cg00022281_TC21,55.17683748391216,0.04223311245582768
cg25144135_BC21,8.919357850455581,0.04244446302096375
cg01511231_TC21,-29.214933885506145,0.042542969559385586
cg17784606_TC11,18.858251204803437,0.043085204668902054
cg17142931_TC21,84.15492991593764,0.04331561901469165
cg21786289_BC11,14.091987603946537,0.04476961758730208
cg05598010_BC21,10.843168619728468,0.045269295955687266
cg19669771_TC11,45.05261956040996,0.04537703841484994
cg13714829_BC21,7.6860941405286844,0.045627837115361905
cg10208113_BC11,10.143254448295735,0.0456332423963299
cg24114126_BC21,17.139273619544532,0.045976360822677954
cg21265287_TC11,12.101094791605544,0.046086469457533
cg14287724_BC21,22.582797025267002,0.046140270170944186
cg10335452_TC21,9.45088348003594,0.04664697218115359
cg19861048_TC21,-44.12126676491679,0.04813602529909728
cg00016699_BC21,12.725953289584469,0.04819257005812442
cg23891364_BC11,11.381995834992859,0.04932898214022926
cg18329352_TC11,14.242445161147268,0.04941595492784567
cg04232698_BC11,39.436158560378864,0.04995117120072704
cg11084308_BC21,18.709919048821135,0.050342267913174
cg26939697_TC21,22.765326555604254,0.050357264466517546
cg22379708_BC11,20.423772492085888,0.05045230589590252
cg02823370_BC21,3.8703363731319858,0.05059337188132642
cg15901950_TC21,23.67100799401192,0.05100803722051866
cg26155170_TC21,6.75060101214785,0.05105556338253094
cg12120973_BC21,13.79282188804827,0.05116799898237957
cg22599150_TC21,-12.64955110849407,0.051561894175269476
cg02835406_BC21,3.77773102184492,0.05205470919043829
cg09864227_TC11,9.990557189251536,0.05434193846158564
cg02331673_TC21,7.449457331582985,0.054342438354647506
cg02105666_BC11,89.61097814735015,0.05484728793486395
cg25973293_TC11,-30.527617147100276,0.05493155180183265
cg13361271_BC21,24.11162149814239,0.0554361734292557
cg00152708_TC21,9.290938184335799,0.056173454817558394
cg26338735_BC21,-52.25389887227235,0.05631967893087186
cg20014591_TC21,9.318393076124954,0.05639527652867539
cg17505193_TC11,-25.58136615621534,0.056975935576621034
cg21956294_TC11,11.228472351444898,0.05742647698309012
cg00082285_BC21,9.426808639905538,0.05761406986659658
cg12658052_TC21,11.862403648263541,0.05788681580675575
cg00699898_BC21,7.143137998238374,0.058170785381465445
cg09261435_BC21,22.316762249641943,0.05869483882712793
cg12755103_BC21,10.91755338358128,0.058924656564059694
cg11229611_TC21,12.950871255927774,0.059156960915150436
cg10177439_BC21,32.04381510567975,0.05942640140537103
cg15576492_BC11,61.23378166369346,0.05945944620517075
cg27582546_TC21,7.2851162040664965,0.060990447660116055
cg01776299_TC21,31.11444634894828,0.06120298139391783
cg10176463_BC11,64.58895654464375,0.061741657813617803
cg02415349_BC21,41.62624800748136,0.06231103048956994
cg14350158_BC21,128.17956364771845,0.06261303758015428
cg15706223_BC21,-88.42392541594315,0.06277934201261821
cg08643618_BC11,26.904799887675583,0.0629328296229276
cg05527091_BC11,56.26364250163015,0.06300873210327754
cg22485363_BC21,9.727577182428194,0.06364727228511818
cg14531564_TC11,26.726631516090006,0.0636799822971798
cg00008884_TC21,5.688239385876849,0.0641975157569796
cg08803531_BC21,21.97563413454135,0.06442647248378805
cg23684711_TC21,80.27280873132976,0.0648399616136853
cg13560058_TC21,23.280764410198003,0.06486598672712739
cg00008883_BC21,-47.21061087353676,0.06511254821645249
cg00023842_TC21,33.13724806756878,0.065357240789536
cg06909630_BC21,12.436565104618328,0.06785697938751582
cg06444226_TC21,6.059514245638517,0.06799988686991472
cg18348086_TC11,25.382647376120296,0.06806592512503999
cg23622235_TC11,14.593530780622446,0.06823970316620763
cg16366262_BC11,8.24363653732115,0.06833896108175853
cg27179810_TC21,24.6137582987208,0.06837127115722752
cg25674129_TC21,29.52757123857881,0.06853567576330157
cg22335801_BC21,11.150156331220632,0.06934521764818906
cg18024260_TC11,29.36005694589522,0.07011717082177524
cg27651942_TC21,7.712589510407651,0.07050472709343938
cg13681826_BC21,15.219046572096515,0.07209207369355554
cg10435967_TC11,40.98971829939202,0.07265503377186329
cg16046810_TC21,38.537520447097066,0.07338779520620083
cg02326551_TC21,7.217076743402277,0.07415922191311908
cg08927102_TC21,39.996472186470186,0.07449944156460316
cg00010206_BC21,44.303094008023244,0.07477333443357898
cg22130030_BC21,6.609348553086673,0.07507947057358982
cg13440692_TC21,13.464761605240973,0.07545527053186998
cg21607076_BC11,-18.81905284906504,0.07598451911245047
cg00021868_BC21,12.411038366011093,0.07627508828053788
cg01537494_TC21,7.202475648076154,0.07652788976550154
cg05536589_BC21,3.8975181380724515,0.07699775214782813
cg00014894_BC21,33.9110253711145,0.07706139236741293
cg00018402_BC11,10.150057894279232,0.07737705091422008
cg07203151_TC21,12.211488794276653,0.0775266995812539
cg14477263_BC11,14.974339580751323,0.07821757612334225
cg01789792_BC21,20.696175679430198,0.07899190734681247
cg09862283_BC21,7.454196298953395,0.07912035714774791
cg19869091_BC11,10.636961837385776,0.07916796705249772
cg27222785_BC11,25.564671138861907,0.07931186880998874
cg02565062_TC21,41.529232925633565,0.07972651610061852
cg22618402_BC21,27.892686960655602,0.08059443340448849
cg00613965_TC21,7.8477839347866984,0.08256411750491156
cg06931612_TC11,10.37403195181501,0.08350231603756544
cg05555852_TC21,7.954329293694755,0.08413733557334302
cg13689260_BC21,22.88085993094567,0.08453470731318571
cg22725197_TC21,6.05924421520787,0.08471630327005482
cg23207077_BC21,15.088013777280873,0.0847398290889494
cg21664227_TC21,5.9087792614954475,0.0848450771316708
cg09908510_BC21,8.511187013923607,0.08518089806333945
cg24934837_BC21,-6.426799042462535,0.08556769425693135
cg07425625_TC11,-41.75028976149729,0.08560205735501115
cg04985032_TC21,16.251114971751512,0.08597992704566658
cg19666520_TC11,19.67626306964186,0.08598050643276572
cg06978943_BC11,19.500239358830648,0.08599556246042148
cg23082845_TC11,7.842449870528319,0.08620060093756635
cg04195702_BC21,23.22057303805058,0.0863607050972242
cg07115976_TC11,-32.75383306723842,0.08780102517495024
cg17026072_BC11,47.14665817856568,0.08794027836293379
cg06798288_TC21,7.118942693947105,0.08797564994195059
cg07718444_TC11,24.97279973431096,0.0892376757610227
cg16632098_BC21,9.893529611859648,0.08931146977948873
cg14278226_BC21,-9.925132835830548,0.08974508112138684
cg02854937_TC21,-35.57004424107822,0.08993396314571328
cg00019705_BC21,50.012252192617325,0.09012151411310404
cg14528386_TC11,6.7789072878520695,0.0903738571992658
cg22343299_TC11,21.7447450011859,0.09045809508690743
cg12763038_TC21,28.50604713970442,0.09054153702392996
cg03528302_TC21,15.155010249344151,0.09122757045490189
cg00005473_TC21,51.64626163848646,0.09136995910890168
cg10579718_BC21,24.74148149331498,0.09167238745960615
cg10056813_TC11,-56.38934791354549,0.09229364703807384
cg15207968_TC21,8.023101310951095,0.09235137989541213
cg19709095_TC21,34.63812474412971,0.09257441784882475
cg19724260_BC21,8.821025055838533,0.09259124314045758
cg14324200_BC21,60.81226195183539,0.09286010194233832
cg17094363_BC11,7.2915477203567285,0.0931791572769695
cg23733394_BC21,-18.678794243340505,0.09438866157748149
cg12274407_BC11,8.465047252926592,0.09462309086327757
cg00018565_TC21,29.54189952889121,0.09506472273281591
cg00211609_TC21,4.765948922720141,0.09516671583694526
cg00012157_BC21,19.71896476475355,0.09572611884230887
cg16561256_BC21,10.342832962889297,0.09630676780249746
cg20322444_TC21,8.425118066352278,0.09632894558438519
cg08750554_TC21,41.34506237630845,0.09656302772494771
cg20619296_TC11,12.113777553408873,0.09677929677748044
cg00013131_TC21,14.803613273628114,0.09678947859341512
cg15105996_BC11,13.469203272567297,0.09691604108212036
cg05728515_BC21,21.38834168610581,0.09778509136946192
cg07671976_BC21,26.521660199769386,0.09783054103723252
cg03278726_TC21,21.616276643669373,0.09789229577191663
cg02652646_TC21,15.578339547262866,0.09810285547115945
cg02859098_TC11,7.376360691772661,0.09822706294456186
cg09870910_TC11,9.537998343127349,0.09855958359535638
cg24158844_TC11,-21.84896682102141,0.09901603021461115
cg00656410_BC11,26.884194378146773,0.0995936270509755
cg19856606_TC11,9.608814620669381,0.10013698607089294
cg06623778_BC21,6.829041051327482,0.1006279771587314
cg16026189_TC21,60.56990938455917,0.10204074615500597
cg02296931_TC11,15.441885788454886,0.1021839914637483
cg13468764_BC11,35.539594315076876,0.10218738902893416
cg20453388_TC21,5.931149110536473,0.10221862578123901
cg19626656_BC11,7.847375609848986,0.10226853222774059
cg09789536_TC11,-10.281625788467888,0.10303832876421115
cg09383789_BC11,-19.172175902351906,0.10307354165428331
cg16903000_BC21,24.735381093585307,0.1041995438377204
cg13552506_TC11,9.76342447838315,0.10424213814265598
cg10983617_BC11,16.726356406575896,0.10496468344558778
cg06193359_BC21,11.701926010476667,0.10503468581382147
cg00012077_TC21,8.273969675068203,0.1059751900079683
cg26920857_TC11,27.507003968696345,0.1082486009652773
cg02751993_BC21,-49.61324983987771,0.10825960411247032
cg15825501_BC11,41.12455899898923,0.10831858114674123
cg06002705_TC21,8.995713471574113,0.1084088821080936
cg02625725_TC21,9.143636354978316,0.1093704607259886
cg24704476_BC11,-91.69666068087189,0.1094441160177701
cg04359978_BC21,6.167611990930351,0.1099462928786205
cg10110857_BC21,61.878489668477286,0.11014296937531713
cg21862126_BC11,27.723416210337543,0.11029178361051115
cg26910384_TC21,6.211551698604315,0.11054556568691029
cg18382926_TC21,4.535818254381041,0.11119594421927159
cg00525597_BC21,10.640981647936476,0.11176330297854195
cg09906735_TC21,46.18194884111996,0.1117792267505289
cg19816994_TC11,8.106589668255582,0.11208194164873865
cg24396605_BC21,4.07175707238879,0.1122568258418911
cg02439789_TC21,34.78453796373755,0.1127886214272835
cg04559485_BC21,32.319345069426724,0.11369075292238631
cg19708306_TC11,10.832411735385767,0.11380114497444863
cg14809958_TC21,6.29911135698122,0.11431955998967624
cg14965611_TC21,19.474607824773006,0.11440673972688749
cg08122545_TC11,-27.28592309117225,0.11536406520127405
cg05528516_BC21,15.059041376663096,0.11570482030678798
cg08007197_TC21,5.615063049163465,0.11573329026306714
cg15419710_TC21,4.716411469960069,0.11650800595018239
cg00023376_BC21,15.254341602649836,0.11737593545778949
cg13802035_TC11,-11.731006761381368,0.1186788892467261
cg03128133_TC21,-5.13773233124805,0.11911113302425162
cg22521151_BC21,-32.51840150577633,0.12002430441039821
cg09332175_BC21,8.109221599066851,0.12029444517196386
cg10827460_TC11,19.811056541693453,0.12069660053996754
cg22169680_TC21,5.562137389928436,0.12071533870794755
cg07810204_BC11,14.609206868408645,0.1210424544936786
cg01729262_TC21,12.118731551143968,0.12117848535586195
cg01437515_TC11,56.036160429340384,0.12141043676743508
cg25021451_BC21,31.873936318454128,0.12229077545603498
cg09503311_BC21,28.295699027036324,0.12275127253531737
cg07346648_TC11,38.95490076716748,0.1228798188751577
cg20156053_TC21,-44.2022185466221,0.12437292505481669
cg26155520_BC11,6.513514800739578,0.12461670182823362
cg14476334_TC21,50.63066995196309,0.12479674624055188
cg16989340_BC21,23.449521014114364,0.1248299099573413
cg26111997_BC21,-43.20841040599233,0.12540428070580972
cg22622472_BC11,13.511115943626509,0.12597584918480953
cg07213830_BC11,22.30410416835039,0.12782234617377145
cg24730157_BC11,7.521702286883629,0.12813505539608117
cg10168544_BC21,5.008253322507302,0.12814810428620305
cg22220310_BC11,20.608110282127274,0.12892699320191245
cg04315086_BC21,5.8986315510688785,0.12968841677210619
cg21837391_BC21,16.603090144949817,0.13041051252281496
cg19584957_TC21,31.588259658880844,0.13052108679800623
cg08486042_BC21,22.68398974584204,0.1315837562412587
cg06973463_BC21,12.535016174016624,0.1322434846533622
cg07568471_BC11,17.437355210216506,0.1323872411021508
cg02494066_TC11,13.08966835462049,0.1329203021443824
cg01341249_TC21,11.343001322772892,0.1330633178163909
cg22864340_TC21,22.15619155092628,0.13309504118222404
cg09358422_BC11,6.209424359743144,0.1331578315193567
cg16952407_BC21,12.364789673289843,0.1340817940146324
cg25523405_BC21,-45.5622714537341,0.13446052921038643
cg23087108_BC11,8.926902155796064,0.13451296982895009
cg26866020_TC11,-13.441031305856127,0.1350962646900174
cg12759096_BC21,-11.753825233760526,0.1359185097906138
cg04172501_TC21,-50.26715235074103,0.136058036042454
cg21864845_BC21,60.9029590576674,0.13752057091045872
cg07407159_BC21,6.734276774959114,0.1383656888710031
cg16060740_TC11,7.829813565054849,0.1390515491550928
cg12612065_BC21,6.921954656118739,0.13951544372811298
cg08663263_TC11,24.42430811352323,0.14088226965734726
cg26831087_TC21,4.785526953325619,0.1411223472834847
cg14436909_BC21,7.943231279736869,0.14474638893275452
cg17405058_TC21,7.073447607637822,0.14482561924635984
cg20544808_TC21,-12.849514860336587,0.14517708758553738
cg11144217_BC11,27.03054997642232,0.14532124091328913
cg04891761_BC21,6.687078466829503,0.14536559785892997
cg00009414_BC21,-27.745569863212527,0.1459828806346577
cg12647165_BC11,-15.067066430955183,0.14613251137578262
cg16389252_BC21,-20.192744239081318,0.14613323608533005
cg12633028_TC11,7.039188156895223,0.14629684885731672
cg02630349_BC11,11.916458694310307,0.14655659874854027
cg14329010_BC21,33.02751274132174,0.14747573241933387
cg00016507_BC21,7.781311758515138,0.14800341572094242
cg02386723_TC21,-36.836255005600506,0.14803502134366467
cg07548512_TC11,24.474303655641517,0.1480815861204324
cg06910084_BC11,10.13008841322669,0.14810446560922608
cg14886269_BC21,52.28075077042188,0.14825805483209847
cg05795376_TC21,6.668257415021721,0.14833470915803404
cg27310827_BC11,33.44408937220823,0.14906526962052047
cg00018752_BC21,6.451453077734755,0.15034971601966876
cg16248916_TC21,31.674947275104962,0.1510281771119662
cg03521652_BC21,6.0541613742747,0.15119373631658142
cg00017766_BC21,30.273047773543524,0.15122142630562593
cg25772221_TC11,-15.185342760869368,0.1523483465169862
cg25578497_BC21,6.577760252190334,0.15261104816560483
cg06294324_BC21,5.719852935617873,0.15266125385345597
cg09331144_TC21,30.253974222845216,0.15327413881755622
cg24598973_TC21,26.816975768919807,0.15331509723041972
cg03822920_TC21,6.954888323573898,0.15382859757235942
cg01515136_TC21,-7.163765463168983,0.1539146260852967
cg20978193_BC21,47.940200240937074,0.15454793866484143
cg13089299_BC11,10.90467579543456,0.15456788009042402
cg15688253_TC21,29.329964693814812,0.15508854899223382
cg01108617_BC21,-3.426689791594625,0.15601827683087766
cg11527153_BC21,6.386892139053375,0.15605728426888166
cg18770446_BC11,12.384541850742645,0.15637465406435982
cg03041482_TC21,38.668741385600185,0.15769590006868228
cg22512888_TC21,8.665636162666852,0.15877566864557613
cg14661139_BC21,24.36280050467809,0.15925603582806325
cg00825734_TC21,6.768561772808667,0.16091792129956328
cg06615380_TC11,-20.864070129767562,0.16144094705189793
cg03520879_TC21,16.284153612613974,0.16162431757018492
cg16140890_BC21,9.905477194703126,0.16217867794569285
cg21778193_TC11,-21.719350245180504,0.16253428963326688
cg10245314_BC21,-10.225515597011691,0.1626594141169201
cg23689441_TC21,16.60987430527078,0.16362081962712993
cg00016911_BC21,4.076561176448957,0.16654165319256298
cg00015853_BC21,6.278038317924165,0.16668937343475387
cg16526047_TC21,4.548365105942548,0.16747787469914743
cg16639967_BC21,21.41425122600354,0.16749224746622493
cg04840417_TC11,-23.569092468620703,0.16869911118739866
cg11225330_BC21,16.321415580458208,0.1687086210673533
cg19081571_BC11,6.392610157681959,0.17019921332108312
cg11750929_BC11,8.498081933878897,0.17141156585063155
cg16417258_BC11,27.198402098928163,0.1725507194849386
cg05378358_BC21,-32.69965342045172,0.1766360874898868
cg07787977_BC21,4.855659837472308,0.1766428914140551
cg00207921_BC21,-24.845411796923614,0.17831405408211676
cg26541516_BC21,-48.55022931780113,0.17938750099893896
cg13771601_BC21,4.442214230085871,0.18059497590176976
cg14253035_TC21,8.660714923607474,0.18150030838902342
cg00019931_BC21,16.24051722490091,0.18290898042030923
cg27631599_BC21,4.35112807072587,0.18293372251465068
cg11257497_TC21,12.72416997296764,0.1832794429493282
cg00020300_BC21,-15.109974039075865,0.18358211661520762
cg07396477_TC21,23.154229896982297,0.18391773842801884
cg13176867_TC21,14.059147691345487,0.18480099335025113
cg20185617_BC21,-37.04832612186495,0.18545738694828384
cg00012627_TC21,52.430880106409596,0.18552285213648445
cg05527507_TC21,37.22178225893685,0.18641443223611753
cg23552821_TC21,25.164321143587593,0.1884534940412903
cg09661118_BC21,-4.592416516771548,0.1887619835204366
cg03583709_TC21,10.502368218225895,0.18879739081931834
cg06599206_BC21,4.37246507219679,0.18932653242064879
cg06727198_TC21,26.288679721684627,0.18987009329459315
cg05655247_TC21,17.514699707776725,0.1902240944578364
cg00014711_BC21,92.47726347216229,0.19044067341928328
cg05929553_BC11,8.553997164799144,0.19211114971685306
cg14529643_TC11,10.729234698962621,0.19211293927079098
cg10984178_TC21,3.4767973786759336,0.19539765584857538
cg03322129_BC21,60.029826166660754,0.19673956064783404
cg10490668_BC21,31.723923673249885,0.19788161535033233
cg20275697_TC21,7.127099263148902,0.19791238507924136
cg24157952_BC11,61.814356330650384,0.1991752029318521
cg02635644_TC11,20.033470746903657,0.19935049402670657
cg16887862_TC21,-32.76117525823838,0.19950122469449116
cg04274259_TC21,10.04091604092196,0.20330635167279687
cg11811960_BC21,32.23769859663581,0.20414903693270559
cg27050229_BC11,22.62388304485774,0.20516543148012356
cg07123481_TC21,-15.860856347087633,0.20550520995143318
cg06181703_BC11,6.66906216499309,0.20657122927946858
cg10784110_BC21,6.831205837517852,0.20692639196469864
cg23963070_TC11,19.37609120688188,0.20692711113774132
cg06967105_BC21,4.797207714700521,0.20719073286417233
cg22115423_BC21,-41.0092293616423,0.2082568317127148
cg11246447_BC21,8.4948167303993,0.2093248722690979
cg26702212_BC21,-6.100758968141723,0.2102269176969459
cg16045223_TC11,6.036862314900522,0.2106757065770215
cg15475967_TC21,18.008683938097576,0.21080106970727186
cg09756115_BC21,5.727799606459172,0.21297162235733447
cg00010727_BC21,6.089114850276227,0.21367623186069873
cg16679343_TC11,5.255206116901815,0.21594765488435153
cg01244934_BC21,2.904128947480789,0.21673313990780707
cg08131937_TC21,17.27001842135237,0.2174352315085648
cg18411941_TC21,11.723686261417447,0.21774990312786713
cg13856810_BC21,5.778432194173164,0.21877672190588027
cg13546858_BC21,-12.196574506371062,0.22017795058775735
cg20256117_TC11,-10.252234858418193,0.22072335246776875
cg19585749_BC21,3.5803501478966098,0.22470492057292402
cg08470135_TC21,42.95953794963261,0.2258945137568329
cg26527092_BC21,-22.743059613393854,0.22683266643584066
cg22675767_TC21,15.120416918615982,0.22697896803970907
cg21870274_BC21,3.4336448157681643,0.22721895924453206
cg09094385_BC11,-21.812531285430104,0.22740665201417387
cg00015987_BC21,5.975857468191379,0.2278868253888725
cg00300303_TC21,12.84765663239114,0.22834435031774647
cg20988802_TC21,17.22929062004236,0.22866568523845165
cg02279987_TC21,4.091527680083659,0.22908994091645618
cg20300707_BC11,9.414328965471132,0.22953220229348603
cg25731959_BC21,6.070517591351478,0.23210056843423688
cg00022434_TC21,10.777688678288962,0.23366432964508033
cg00011816_BC21,4.519561269051167,0.2339791294828728
cg07195057_BC21,-5.49170801813001,0.23399844378531587
cg10046671_BC11,-17.432194666087426,0.2342815876783959
cg04296903_TC11,41.972491023789765,0.2344929335717757
cg00014082_BC21,6.319044660858784,0.23715770199881914
cg06154531_BC21,3.6601970276881803,0.24107637013263505
cg16502826_TC21,9.511007562178316,0.2419248840984355
cg12743165_BC21,-21.66579693682286,0.2421966589296778
cg03120284_BC21,8.697368773206582,0.24326726360204787
cg00017729_BC21,6.364679313618742,0.2435378573812339
cg15882305_TC21,6.013612392489319,0.246362454788156
cg00009409_BC21,4.30733200290807,0.24650051469443945
cg02632261_TC21,8.903623987614344,0.24781814405324665
cg23867494_BC21,10.319507084081705,0.2480036501946179
cg08618000_BC21,-7.268859456100232,0.24801954188479847
cg13152599_TC21,5.24902961861972,0.24908125139530968
cg08472719_BC21,-28.026766425028754,0.25038233600627413
cg22348654_TC11,4.592597777213781,0.2505498308950933
cg15042692_TC11,47.56695404314406,0.25241160750026115
cg09856436_BC21,-29.332558399304528,0.25360748836445146
cg24664590_BC21,-33.69887716778098,0.25387208597380506
cg22670128_TC21,3.474561335015307,0.2541392193860247
cg24497877_TC21,34.44188458799983,0.25451195908854696
cg25774148_TC11,6.585274737113121,0.2551141524108803
cg27487046_TC21,-21.117668722085877,0.25535227501760693
cg11733071_BC11,16.699477185398422,0.2556284164384791
cg22009470_BC21,6.899103394028917,0.25613563533819805
cg03790440_BC21,-14.230256684915675,0.25627509115218794
cg22579372_BC21,16.5000460407019,0.25848511335140667
cg14089984_BC11,-11.67356095460998,0.25875473246383873
cg20961824_BC21,3.7079948966751406,0.2590222524692206
cg24362661_TC21,32.105036449839,0.2598288798720567
cg00024651_TC21,-4.067559570743801,0.26359005608008856
cg08480609_BC21,29.280904256972185,0.2640795308912539
cg06767191_TC21,8.488650128697023,0.26449625594817006
cg00009465_TC21,3.706317535946402,0.264699205342978
cg04336684_BC21,38.13989669238501,0.2666724584301746
cg17187430_TC21,-19.280582118024327,0.26805144857928986
cg17801765_TC11,2.781117795055289,0.26873716302442197
cg11851804_TC21,-12.894311646429468,0.2698752273314814
cg00009620_BC21,5.040017262207002,0.2700006408049558
cg12219387_TC11,18.436132454942157,0.27205298469526673
cg15578015_TC11,-23.78512066181215,0.2721449609237133
cg26477748_BC21,-22.375170450418388,0.2740197977728671
cg12046908_BC11,-14.717767646454117,0.27459695659190797
cg04559824_TC21,-26.13330505108646,0.27930036429539784
cg27582017_TC11,-23.412092593346078,0.27981278730645254
cg13362546_TC11,8.378673803398172,0.2798710482188742
cg07181952_BC11,14.141749154271567,0.2803299183767103
cg27302190_TC11,5.307915621191178,0.2808122773357231
cg02506501_BC21,10.740376915320113,0.28084566197452554
cg14156792_TC21,35.93083449420242,0.2856725719867931
cg26222311_TC11,-17.39749589200906,0.2857683581371382
cg19414302_BC21,23.80142485139918,0.2870365020178365
cg14831166_BC21,2.8429290016489084,0.29016787413400924
cg21815220_BC21,-17.561551045011914,0.2902041003589605
cg02506753_TC21,-19.721037217250636,0.2902871311473225
cg23400617_TC21,-14.814175711908902,0.29161778789348625
cg14860707_BC21,-16.991009045268495,0.29474084558470826
cg12469361_BC11,15.684664364873846,0.2947473884982087
cg12760887_TC21,-10.411838410837342,0.29574894462879797
cg03055733_BC21,18.82168741831036,0.2958157151886114
cg07123796_TC21,3.5668962052261834,0.2959556510854786
cg04839849_TC11,-33.22544092860207,0.29690341957054256
cg25594899_TC11,-22.741705406905087,0.29785987145154036
cg00017070_TC21,-5.11360584859176,0.2992490406388777
cg13924635_BC11,8.33083975690746,0.29998018264501447
cg16657578_TC11,4.975733460048968,0.3016390877688162
